title,mixed fandom,ships,characters,hits,kudos,published
Very Cliché (rain scene),['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Kaminari Denki/Shinsou Hitoshi', 'Bakugou Katsuki & Kaminari Denki', 'Kaminari Denki & Kirishima Eijirou', 'Bakugou Katsuki & Kirishima Eijirou']","['Bakugou Katsuki', 'Shinsou Hitoshi', 'Kaminari Denki', 'Kirishima Eijirou', 'OC - Character']",24,4,19 Apr 2023
KRBK week 2023 (SFW) - D3 Night In,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Kirishima Eijirou'],"['Kirishima Eijirou', 'Bakugou Katsuki']",181,9,19 Apr 2023
Show us who you are,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Midoriya Izuku & Shinsou Hitoshi', 'Midoriya Izuku & Todoroki Shouto', 'Midoriya Izuku & Yagi Toshinori | All Might', 'Midoriya Izuku & Uraraka Ochako', 'Iida Tenya & Midoriya Izuku', 'Class 1-A & Midoriya Izuku', 'Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic']","['Midoriya Izuku', 'Shinsou Hitoshi', 'Todoroki Shouto', 'Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Yagi Toshinori | All Might', 'Toogata Mirio', 'Iida Tenya', 'Uraraka Ochako', 'Bakugou Katsuki', 'Nedzu (My Hero Academia)', 'Class 1-A (My Hero Academia)']",1478,186,19 Apr 2023
KRBK week 2023 (SFW) - D3 Free day,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Kirishima Eijirou'],"['Kirishima Eijirou', 'Bakugou Katsuki']",130,8,19 Apr 2023
Kirishima's Big Brother,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Ashido Mina & Bakugou Katsuki & Kaminari Denki & Kirishima Eijirou & Sero Hanta', 'Kirishima Eijirou & Midoriya Izuku', 'Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Ashido Mina & Kirishima Eijirou', 'Class 1-A & Midoriya Izuku']","['Bakugou Katsuki', ""Kirishima Eijirou's Parents"", 'Midoriya Izuku', 'Kirishima Eijirou', 'Ashido Mina', 'Sero Hanta', 'Aizawa Shouta | Eraserhead', 'Kaminari Denki', 'Jirou Kyouka', 'Class 1-A (My Hero Academia)', 'Pro Heroes (My Hero Academia)', 'Original Female Character(s)', 'Original Male Character(s)']",2403,153,19 Apr 2023
Taking A Break From All That Training - BAKUDEKU,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Bakugou Katsuki/Midoriya Izuku', 'Bakugou Katsuki & Midoriya Izuku']","['Bakugou Katsuki', 'Midoriya Izuku']",261,21,19 Apr 2023
Not Nineteen Forever,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Todoroki Shouto'],"['Bakugou Katsuki', 'Todoroki Shouto', 'Midoriya Izuku', 'Bakugou Mitsuki', 'Bakugou Masaru', 'Todoroki Rei', 'Todoroki Fuyumi', 'Yagi Toshinori | All Might', 'Kirishima Eijirou', 'Dabi | Todoroki Touya', 'Class 1-A (My Hero Academia)']",414,62,19 Apr 2023
My Hero Bacchanalia: Day 4. Gladiator/Hunter.,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],[],['Kirishima Eijirou'],23,2,19 Apr 2023
Caught in Honeymoon,"['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga), boku - Fandom']","['Bakugou Katsuki/Midoriya Izuku', 'Midoriya Izuku/Todoroki Shouto', 'Kaminari Denki/Shinsou Hitoshi', 'Kaminari Denki/Uraraka Ochako', 'Bakugou Katsuki/Uraraka Ochako', 'Ashido Mina/Kirishima Eijirou']","['Midoriya Izuku', 'Bakugou Katsuki', ""Bakugou Katsuki's Parents"", 'Kirishima Eijirou', 'Midoriya Inko', 'Ashido Mina', 'Todoroki Shouto']",256,6,19 Apr 2023
Hope's Bloom (and the Thorns of Despair),"['Fandoms:\nMahou Shoujo Madoka Magika | Puella Magi Madoka Magica, 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)']","['Hadou Nejire & Midoriya Izuku', 'Bakugou Katsuki & Midoriya Izuku', 'Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Midoriya Izuku & Shinsou Hitoshi', 'Midoriya Izuku & Monoma Neito', 'Midoriya Izuku & Toga Himiko', 'Amajiki Tamaki & Hadou Nejire & Toogata Mirio', 'Amajiki Tamaki/Hadou Nejire/Toogata Mirio']","['Midoriya Izuku', 'Bakugou Katsuki', 'Hadou Nejire', 'Aizawa Shouta | Eraserhead', 'Monoma Neito', 'Shinsou Hitoshi', 'Toga Himiko', 'Class 1-A (My Hero Academia)', ""U.A.'s Big Three (My Hero Academia)"", 'Kyubey (PMMM)', 'Witches (PMMM)']",257,20,19 Apr 2023
"Happy Birthday, King Katsuki! 2023",['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],[],['Bakugou Katsuki'],42,1,19 Apr 2023
OPERATION: Flight,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Takami Keigo | Hawks/Original Male Character(s)', 'Hakamata Tsunagu | Best Jeanist/Original Male Character(s)', 'Sasaki Mirai | Sir Nighteye/Original Male Character(s)']","['Takami Keigo | Hawks', 'Hakamata Tsunagu | Best Jeanist', 'Sasaki Mirai | Sir Nighteye', 'Original Male Character(s)', 'Original Trans Character(s)']",1572,31,19 Apr 2023
Fortune Favors the Bold,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Dabi | Todoroki Touya/Reader'],"['Dabi | Todoroki Touya', 'Reader', 'You', 'Iguchi Shuuichi | Spinner', 'Shigaraki Tomura | Shimura Tenko', 'Toga Himiko', 'Sako Atsuhiro | Mr. Compress', 'Bubaigawara Jin | Twice', 'Chisaki Kai | Overhaul', 'League of Villains (My Hero Academia)']",1267,76,19 Apr 2023
Living A Lie,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Midoriya Izuku/Todoroki Shouto', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Dabi | Todoroki Touya/Takami Keigo | Hawks', 'Monoma Neito/Shinsou Hitoshi', 'Kaminari Denki/Monoma Neito/Shinsou Hitoshi', 'Kaminari Denki/Shinsou Hitoshi', 'Kaminari Denki/Monoma Neito', 'Midoriya Izuku & Shinsou Hitoshi', 'Bakugou Katsuki & Midoriya Izuku', 'Bakugou Katsuki & Todoroki Shouto']","['Midoriya Izuku', 'Shinsou Hitoshi', 'Todoroki Shouto', 'Todoroki Enji | Endeavor', 'Dabi | Todoroki Touya', 'Takami Keigo | Hawks', 'Bakugou Katsuki']",1092,46,19 Apr 2023
Хороший мальчик,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Dabi | Todoroki Touya/Takami Keigo | Hawks'],"['Dabi | Todoroki Touya', 'Takami Keigo | Hawks', 'Sako Atsuhiro | Mr. Compress']",27,5,18 Apr 2023
Party Shirt,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Midoriya Izuku/Rody Soul', 'Bakugou Katsuki/Midoriya Izuku', 'Class 1-A & Midoriya Izuku']","['Midoriya Izuku', 'Rody Soul', 'Bakugou Katsuki', 'Ashido Mina', 'Uraraka Ochako', 'Todoroki Shouto', 'Yaoyorozu Momo', 'Kirishima Eijirou', 'Shinsou Hitoshi', 'Iida Tenya', 'Satou Rikidou', 'Jirou Kyouka', 'Kaminari Denki', 'Sero Hanta', 'Tokoyami Fumikage', 'Asui Tsuyu', 'Hagakure Tooru', 'Shouji Mezou', 'Koda Koji']",612,51,18 Apr 2023
aisle and error,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Todoroki Shouto'],"['Todoroki Shouto', 'Bakugou Katsuki']",762,168,18 Apr 2023
Re:Star Seer,"['Fandoms:\nRe:ゼロから始める異世界生活 | Re:Zero Starting Life in Another World (Anime), 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)']",['Emilia/Natsuki Subaru'],"['Natsuki Subaru', 'Emilia (Re:Zero)', 'Felt (Re:Zero)', 'Reinhard van Astrea', 'Elsa Granhiert']",688,23,18 Apr 2023
ciúmes,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Kirishima Eijirou'],"['Bakugou Katsuki', 'Kirishima Eijirou']",24,5,18 Apr 2023
Project Floating Frogs,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Asui Tsuyu/Uraraka Ochako', 'Bakugou Katsuki/Midoriya Izuku']","['Uraraka Ochako', 'Asui Tsuyu', 'Class 1-A (My Hero Academia)', 'Midoriya Izuku', 'Bakugou Katsuki', 'Jirou Kyouka', 'Yaoyorozu Momo', 'Kirishima Eijirou', 'Sero Hanta', 'Iida Tenya', 'Kaminari Denki', 'Shinsou Hitoshi']",502,31,18 Apr 2023
TommyInnit – the Hero's Origin,"['Fandoms:\nDream SMP, 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia']","['Aizawa Shouta | Eraserhead & TommyInnit (Video Blogging RPF)', 'Wilbur Soot & Technoblade & TommyInnit & Phil Watson', 'Midoriya Izuku & TommyInnit (Video Blogging RPF)', 'Class 1-A (My Hero Academia) & TommyInnit (Video Blogging RPF)', 'Pro Heroes (My Hero Academia)/Reader', 'Takami Keigo | Hawks & TommyInnit (Video Blogging RPF)', 'Toby Smith | Tubbo & TommyInnit', 'Class 1-A & Pro Heroes (My Hero Academia)']","['TommyInnit (Video Blogging RPF)', 'Aizawa Shouta | Eraserhead', 'Takami Keigo | Hawks', 'Bakugou Katsuki', 'Midoriya Izuku', 'Class 1-A (My Hero Academia)', 'Class 1-B (My Hero Academia)', 'Nedzu (My Hero Academia)', 'Alexis | Quackity', 'Technoblade (Video Blogging RPF)', 'Phil Watson | Philza', 'Yamada Hizashi | Present Mic', 'Yagi Toshinori | All Might', 'League of Villains (My Hero Academia)', 'Cara | CaptainPuffy', 'Clay | Dream (Video Blogging RPF)', 'Ranboo (Video Blogging RPF)', 'Sam | Awesamdude', 'Ghostbur (Dream SMP)']",10492,480,18 Apr 2023
Uncrowned Greatest Hero,"['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia, ワンパンマン | One-Punch Man']","['Jirou Kyouka/Midoriya Izuku', 'Yagi Toshinori/Tatsumaki']","['Yagi Toshinori | All Might', 'Midoriya Izuku', 'Jirou Kyouka', 'Garou (One-Punch Man)', 'Bang | Silver Fang']",8049,84,18 Apr 2023
The Concept of Devotion,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Dabi | Todoroki Touya'],"['Bakugou Katsuki', 'Dabi | Todoroki Touya', 'Aizawa Shouta | Eraserhead', 'Kirishima Eijirou', 'Kaminari Denki', 'Sero Hanta', 'Ashido Mina', 'Todoroki Shouto', 'Uraraka Ochako', 'Shouji Mezou', 'Asui Tsuyu', 'Kouda Kouji', 'Iida Tenya', 'Midoriya Izuku', 'Tokoyami Fumikage', 'Satou Rikidou', 'Aoyama Yuuga', 'Ojiro Mashirao', 'Yaoyorozu Momo', 'Jirou Kyouka', 'Mineta Minoru']",107,18,18 Apr 2023
"Well, this is certianly not a child",['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Midoriya Inko & Midoriya Izuku'],"['Midoriya Izuku', 'Bakugou Katsuki', 'Aldera Middle School Students (My Hero Academia)', 'Class 1-A (My Hero Academia)']",107,7,18 Apr 2023
The Call That Almost Led Bakugou To His Doom.,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Midoriya Izuku'],"['Bakugou Katsuki', 'Midoriya Izuku', 'Kirishima Eijirou']",200,6,18 Apr 2023
"Not Pills, But Potions",['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Amajiki Tamaki/Reader'],"['Amajiki Tamaki', 'Black reader - Character']",130,4,18 Apr 2023
About The City of Althea,"['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga), Haikyuu!!']",[],['Black reader - Character'],13,,18 Apr 2023
This Night Without a Star,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Bakugou Katsuki/Reader'],"['OC - Character', 'Named Reader - Character']",1364,27,18 Apr 2023
Mr. Brightside,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],['Midoriya Izuku/Todoroki Shouto'],"['Midoriya Izuku', 'Todoroki Shouto', 'Bakugou Katsuki', 'Midoriya Inko', 'Midoriya Hisashi', 'Todoroki Enji | Endeavor']",7535,324,18 Apr 2023
Upside-Down Cinnamon Roll,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Midoriya Izuku/Everyone', 'Class 1-B Girls/Midoriya Izuku', 'Class 1-A Girls/Midoriya Izuku', 'Midoriya Inko/Sensei | All For One', 'Midoriya Hisashi/Midoriya Inko']",[],13320,241,18 Apr 2023
Paper Cut,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Midoriya Inko & Midoriya Izuku', 'Tamakawa Sansa & Tsukauchi Naomasa', 'Class 1-A & Midoriya Izuku', 'Class 1-B & Midoriya Izuku', 'Midoriya Izuku & Tsukauchi Naomasa', 'Aizawa Shouta | Eraserhead & Tsukauchi Naomasa', 'Bakugou Katsuki & Midoriya Izuku', 'Midoriya Izuku & Yagi Toshinori | All Might']","['Midoriya Izuku', 'Midoriya Inko', 'Aizawa Shouta | Eraserhead', 'Tsukauchi Naomasa', 'Tamakawa Sansa', 'Class 1-A (My Hero Academia)', 'Class 1-B (My Hero Academia)', 'Nedzu (My Hero Academia)', 'Bakugou Katsuki', 'Yagi Toshinori | All Might']",3938,116,18 Apr 2023
"As It Can, Can't, Shall, Shan't",['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Amajiki Tamaki/Original Female Character(s)', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic']","['Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Nedzu (My Hero Academia)', 'Amajiki Tamaki', 'Toogata Mirio', 'Hadou Nejire', 'Sasaki Mirai | Sir Nighteye', 'Pro Heroes (My Hero Academia)', 'Toyomitsu Taishirou | Fat Gum', 'Kayama Nemuri | Midnight', 'Shirakumo Oboro', 'Thirteen (My Hero Academia)', 'Class 1-A (My Hero Academia)', 'Class 1-B (My Hero Academia)', 'Midoriya Izuku', 'Bakugou Katsuki', 'Todoroki Shouto', 'Uraraka Ochako', 'Iida Tenya', 'Kirishima Eijirou', 'Kaminari Denki', 'Asui Tsuyu', 'Sero Hanta', 'Tokoyami Fumikage', 'Ashido Mina', 'Aoyama Yuuga', 'Satou Rikidou', 'Shouji Mezou', 'Hagakure Tooru', 'Yaoyorozu Momo', 'Jirou Kyouka', 'Ojiro Mashirao', 'Kouda Kouji', 'Shinsou Hitoshi', 'Yagi Toshinori | All Might', 'Sensei | All For One', 'Shigaraki Tomura | Shimura Tenko', 'Dabi | Todoroki Touya', 'Kurogiri (My Hero Academia)', 'Sako Atsuhiro | Mr. Compress', 'Iguchi Shuuichi | Spinner', 'Toga Himiko', 'Todoroki Enji | Endeavor', 'Monoma Neito', 'Hatsume Mei', 'Kuroiro Shihai']",6027,148,18 Apr 2023
Us Vs. Them,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Aizawa Shouta | Eraserhead & Midoriya Izuku', 'Aizawa Shouta | Eraserhead & Original Character(s)', 'Midoriya Izuku & Original Character(s)', 'Nedzu (My Hero Academia) & Original Nonbinary Character(s)', 'Midoriya Inko & Original Character(s)', 'Yamada Hizashi | Present Mic & Original Character(s)']","['Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Class 1-A (My Hero Academia)', 'Midoriya Izuku', 'Bakugou Katsuki', 'Original Non-Binary Character', 'Yagi Toshinori | All Might']",494,16,18 Apr 2023
On the right side of Hell,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Bakugou Katsuki/Midoriya Izuku', 'Bakugou Katsuki & Todoroki Shouto']","['Bakugou Katsuki', 'Midoriya Izuku', 'Todoroki Shouto', 'Kirishima Eijirou', 'Uraraka Ochako', 'Shinsou Hitoshi', 'Class 1-A (My Hero Academia)', 'Aizawa Shouta | Eraserhead', 'Yagi Toshinori | All Might']",35,3,18 Apr 2023
Son Devouring His Father,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Dabi | Todoroki Touya/Todoroki Enji | Endeavor'],"['Dabi | Todoroki Touya', 'Todoroki Enji | Endeavor']",335,5,17 Apr 2023
"Doctor Izuku Midoriya, M.D.",['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Bakugou Katsuki/Midoriya Izuku', 'Minor or Background Relationship(s)']","['Bakugou Katsuki', 'Midoriya Izuku', 'Sero Hanta', 'Kirishima Eijirou', 'Kaminari Denki', 'Ashido Mina', 'Todoroki Shouto', 'Uraraka Ochako']",2477,190,17 Apr 2023
The League of Chaos,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],[],"['Dabi | Todoroki Touya', 'Shigaraki Tomura | Shimura Tenko', 'Toga Himiko', 'Kurogiri (My Hero Academia)', 'Sako Atsuhiro | Mr. Compress', 'Bubaigawara Jin | Twice', 'Iguchi Shuuichi | Spinner', 'Home Depot Employee', 'Rose/Ash Todoroki (OC)', 'Porcelain Doll/Sonette Miyaku/Sonette Shimura (OC)', 'Todoroki Rei/Frostbite', 'Todoroki Enji | Endeavor', 'Knife Flight', 'Groundburst']",299,6,17 Apr 2023
The Unlikely Todoroki,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia'],"['Midoriya Izuku & Todoroki Enji | Endeavor', 'Todoroki Enji | Endeavor & Todoroki Touya', 'Midoriya Izuku & Todoroki Touya', 'Midoriya Izuku & Todoroki Family', 'Todoroki Enji | Endeavor/Todoroki Rei (Past)', 'Midoriya Izuku & Shigaraki Tomura | Shimura Tenko', 'Dabi | Todoroki Touya & Shigaraki Tomura | Shimura Tenko', 'Todoroki Enji | Endeavor & Yagi Toshinori | All Might', 'Dabi | Todoroki Touya/Shigaraki Tomura | Shimura Tenko', 'Bakugou Katsuki & Todoroki Shouto', 'Midoriya Izuku & Todoroki Shouto', 'Midoriya Inko & Todoroki Shouto', 'Midoriya Inko/Todoroki Enji | Endeavor']","['Midoriya Izuku', 'Todoroki Enji | Endeavor', 'Todoroki Touya', 'Todoroki Family (My Hero Academia)', 'Shigaraki Tomura | Shimura Tenko', 'Yagi Toshinori | All Might', ""And other characters I'll leave a surprise"", '(main appearance season 3)', 'Todoroki Shouto', 'Bakugou Katsuki', 'Midoriya Inko', 'Bakugou Mitsuki']",150652,4127,17 Apr 2023
Heavenly Touch,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Kendou Itsuka/Shiozaki Ibara'],"['Shiozaki Ibara', 'Kendou Itsuka']",160,2,17 Apr 2023
"For your Soul, my love",['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Dabi | Todoroki Touya/Takami Keigo | Hawks'],"['Dabi | Todoroki Touya', 'Takami Keigo | Hawks', 'Bubaigawara Jin | Twice', 'Tokoyami Fumikage']",1248,101,17 Apr 2023
Hyperfixation,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Class 1-A & Todoroki Shouto', 'Midoriya Izuku/Todoroki Shouto']","['Todoroki Shouto', 'Kaminari Denki', 'Midoriya Izuku', 'Yaoyorozu Momo', 'Sero Hanta', 'Shinsou Hitoshi', 'Class 1-A (My Hero Academia)']",211,30,17 Apr 2023
You Don't Have To Understand,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic', 'Aizawa Shouta | Eraserhead & Kayama Nemuri | Midnight & Yamada Hizashi | Present Mic', 'Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic/Original Character']","['Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Kayama Nemuri | Midnight', 'Shirakumo Oboro', 'Original Character']",22,1,17 Apr 2023
A New Addition,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Aizawa Shouta | Eraserhead/Midoriya Izuku', 'Midoriya Izuku & Nedzu', 'maybe more']","['Aizawa Shouta | Eraserhead', 'Kayama Nemuri | Midnight', 'Yamada Hizashi | Present Mic', 'Maijima Higari | Power Loader', 'Lunch-Rush (My Hero Academia)', 'Kan Sekijirou | Vlad King', 'Ectoplasm (My Hero Academia)', 'Thirteen (My Hero Academia)']",1524,172,17 Apr 2023
Gremlin Games,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic'],"['Midoriya Izuku', 'Shinsou Hitoshi', 'Aizawa Shouta | Eraserhead', 'Yamada Hizashi | Present Mic', 'Hatsume Mei', 'Bakugou Katsuki', 'Kaminari Denki', 'Uraraka Ochako', 'Todoroki Shouto']",348,24,17 Apr 2023
We meet in the Stars,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],['Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic'],"['Yamada Hizashi | Present Mic', 'Midoriya Izuku', 'Aizawa Shouta | Eraserhead', 'Shinsou Hitoshi', 'Eri (My Hero Academia)', 'Midoriya Hisashi', 'Toga Himiko', 'Dabi | Todoroki Touya']",43,1,17 Apr 2023
one last time,['Fandoms:\n僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga)'],"['Dabi | Todoroki Touya/Takami Keigo | Hawks', 'Dabi | Todoroki Touya & Takami Keigo | Hawks']","['Takami Keigo | Hawks', 'Dabi | Todoroki Touya', 'Usagiyama Rumi | Miruko']",196,27,17 Apr 2023
Love on the Battlefield (and in Other Places),"[""Fandoms:\nWild Kratts, 僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga), Bubble Guppies (Cartoon), Batman - All Media Types, Super Mario & Related Fandoms, Cuphead (Video Game), SpongeBob SquarePants (Cartoon), Minecraft (Video Game), Call of Duty (Video Games), Shovelware's Brain Game (Roblox), Undertale (Video Game)""]","['Bakugou Katsuki/Kirishima Eijirou/Midoriya Izuku', 'Midoriya Izuku/Todoroki Shouto', 'Bakugou Katsuki & Squidward Tentacles', 'Luigi/Mario (Nintendo)', 'Bowser/Luigi (Nintendo)', 'Chris Kratt/Martin Kratt', 'SpongeBob SquarePants/Squidward Tentacles', 'SpongeBob SquarePants & Squidward Tentacles']","['Cuphead (Cuphead)', 'Mugman (Cuphead)', 'Mario (Nintendo)', 'Luigi (Nintendo)', 'Donald Trump', 'Barack Obama', 'Joe Biden', 'Adolf Hitler', 'Bowser (Nintendo)', 'Biscuit Boy', 'Border Bunny', 'Simon ""Ghost"" Riley', 'John ""Soap"" MacTavish', 'König (Call of Duty)', 'Nonny (Bubble Guppies)', 'Gil (Bubble Guppies)', 'Goby (Bubble Guppies)', 'Mr. Grouper (Bubble Guppies)', ""Dancing Banana (Roblox: Shovelware's Brain Game)"", ""Boardy the SMART Board (Roblox: Shovelware's Brain Game)"", 'Bakugou Katsuki', 'Midoriya Izuku', 'Todoroki Shouto', 'Kirishima Eijirou', 'Squidward Tentacles', 'SpongeBob SquarePants', 'Papyrus (Undertale)', 'Sans (Undertale)']",233,7,17 Apr 2023
